CostumerID,WorkerID,ComplaintID,Date,Reason,DealtWith
1949,2746,72,09/07/1968,Lights are out,YES
1950,5223,885,09/06/1950,Weird noises,YES
1951,891,51535,20/10/1950,Flat tire,NO
1952,75,263,09/06/1998,Wants to extend renting period,NO
1953,7896,2407,03/09/1969,Lights are out,NO
1954,5615,472,22/05/1956,Complaint about a worker,YES
1955,6514,27,13/10/1997,Battery died,NO
1956,5679,255,10/10/1987,Problem with insurance,NO
1957,25736,56956,31/12/1985,Complaint about a worker,YES
1958,9716,33418,15/03/1963,Weird noises,NO
1959,79096,6,03/10/1976,Wants to extend renting period,YES
1960,82,32,14/04/1962,Broken window,YES
1961,64,26266,02/08/2000,Wants to update data,NO
1962,9,8814,13/12/1985,Flat tire,YES
1963,12188,25080,03/01/1976,Unhappy costumer,NO
1964,6961,89844,13/08/1998,Wants to extend renting period,YES
1965,98105,1225,09/12/1974,Problem with insurance,YES
1966,0,6991,02/06/1998,Problem with insurance,NO
1967,179,8836,25/12/1984,Flat tire,YES
1968,244,4646,08/04/1991,Broken window,NO
1969,523,1565,17/11/1999,Brakes are broken,YES
1970,35573,39,08/06/1986,Complaint about a worker,NO
1971,66462,7,20/12/1995,Brakes are broken,NO
1972,97,84,19/01/1973,Lights are out,NO
1973,521,1058,16/11/1980,Weird noises,NO
1974,7,610,06/06/1954,Battery died,YES
1975,90,60,31/05/1982,Weird noises,YES
1976,96718,62,24/01/1985,Lights are out,YES
1977,9172,1,08/09/1987,Wants to extend renting period,YES
1978,48,20,27/08/1950,Broken window,NO
1979,9,929,13/09/1970,Problem with insurance,YES
1980,163,3,26/07/1987,Wants to rent a car,YES
1981,29,8083,07/05/1953,Wants to extend renting period,YES
1982,6,622,13/01/2000,Complaint about a worker,YES
1983,2528,823,20/07/1969,Wants to update data,YES
1984,6,84187,29/11/1982,Flat tire,YES
1985,68,21674,24/09/1986,Flat tire,NO
1986,1,62166,19/03/1956,Flat tire,YES
1987,2369,0,28/02/1992,Complaint about a worker,NO
1988,33,41308,30/12/1984,Broken window,YES
1989,4,7410,19/11/1973,Unhappy costumer,YES
1990,744,30871,22/12/1957,Problem with insurance,YES
1991,52644,884,14/04/1955,Broken window,NO
1992,36332,38697,09/05/1996,Unhappy costumer,NO
1993,24756,875,23/01/1977,Wants to update data,YES
1994,5283,726,10/11/1990,Lights are out,YES
1995,26919,8,26/02/1954,Flat tire,YES
1996,389,696,11/03/1974,Lights are out,YES
1997,56,7,10/01/1990,Wants to update data,YES
1998,4,7,27/02/1989,Wants to update data,YES
1999,52,1,26/02/1954,Brakes are broken,YES
2000,4618,6245,09/10/1984,Car died,YES
2001,4828700,9950427,12/01/1961,Broken window,NO
2002,724486,5303303,23/10/1950,Wants to extend renting period,YES
2003,3716635,2266863,28/09/1952,Flat tire,YES
2004,1581376,2380357,22/01/1961,Wants to extend renting period,YES
2005,7467919,3249462,25/03/1983,Problem with insurance,YES
2006,990997,7062239,27/02/1997,Complaint about a worker,NO
2007,4318449,9639876,12/04/1992,Unhappy costumer,NO
2008,745047,4324556,16/05/1991,Car died,NO
2009,4094200,6001894,31/01/1964,Wants to rent a car,YES
2010,792587,4993222,11/07/1983,Problem with insurance,NO
2011,5373193,3047145,01/07/1997,Broken window,NO
2012,8599666,2803752,01/10/1980,Car died,NO
2013,6371555,8434211,18/12/1956,Problem with insurance,NO
2014,7142571,5249728,14/02/1999,Car died,YES
2015,1972065,740727,14/06/1968,Wants to rent a car,NO
2016,2279167,3699092,17/02/1980,Flat tire,YES
2017,7736872,3932750,28/08/1983,Problem with insurance,YES
2018,4898873,5756029,21/10/1962,Weird noises,NO
2019,1908676,999656,30/01/1963,Wants to rent a car,NO
2020,1802513,2693626,22/01/1976,Wants to update data,YES
2021,8538800,7475642,03/11/1968,Unhappy costumer,NO
2022,6061470,1191380,27/08/1956,Wants to extend renting period,YES
2023,6075879,4544151,22/11/1961,Wants to extend renting period,NO
2024,9976338,1140208,20/04/1965,Problem with insurance,YES
2025,3243644,2360521,25/01/1966,Wants to update data,NO
2026,2427408,9957986,25/12/1968,Complaint about a worker,NO
2027,9944681,8940355,20/01/1987,Flat tire,NO
2028,2378089,2753436,01/08/1954,Weird noises,YES
2029,5893305,2971944,05/11/1963,Problem with insurance,NO
2030,7652727,2132295,15/03/1952,Battery died,NO
2031,9477434,1669650,14/05/1973,Unhappy costumer,YES
2032,7073525,5698772,26/03/1956,Broken window,NO
2033,5427324,9417435,29/04/1958,Weird noises,NO
2034,9686681,9219175,13/11/1950,Problem with insurance,YES
2035,4459694,2058142,03/01/1965,Problem with insurance,YES
2036,3083993,8162305,12/01/1981,Brakes are broken,YES
2037,219439,5459971,01/05/1957,Weird noises,NO
2038,9584614,6052462,27/06/1994,Wants to extend renting period,NO
2039,2415551,3648644,01/07/1950,Brakes are broken,NO
2040,351718,2453550,25/07/1969,Wants to update data,NO
2041,583894,8690997,08/01/1963,Problem with insurance,YES
2042,2324506,3486179,04/12/1987,Wants to update data,YES
2043,5123754,6700579,25/02/1958,Broken window,YES
2044,8902613,167076,31/12/1962,Flat tire,NO
2045,5778395,3924256,29/11/1958,Wants to update data,NO
2046,7002922,1394517,03/03/1983,Broken window,NO
2047,9053280,4382026,01/12/1966,Problem with insurance,NO
2048,1734731,9326981,08/01/1987,Flat tire,NO
2049,5306788,6264691,31/12/1982,Battery died,NO
2050,5900064,2570792,28/06/1962,Complaint about a worker,NO
2051,9905981,3419248,14/11/1987,Wants to update data,YES
2052,7781519,6600772,15/02/1954,Problem with insurance,YES
2053,9164300,4417493,02/05/1975,Unhappy costumer,NO
2054,8843584,1066413,16/01/1988,Car died,NO
2055,1283601,5401311,07/01/1987,Wants to extend renting period,NO
2056,179218,5446451,28/10/1967,Battery died,YES
2057,2873289,7949736,05/09/1987,Battery died,YES
2058,7419454,7324192,15/01/1965,Wants to extend renting period,NO
2059,7040897,4177632,08/02/1958,Problem with insurance,YES
2060,5257221,3628974,26/05/1963,Wants to extend renting period,YES
2061,3495127,4936221,09/06/1993,Unhappy costumer,YES
2062,5846190,3302028,27/06/1960,Weird noises,NO
2063,9679316,7696695,25/08/1970,Wants to rent a car,YES
2064,4310020,763845,21/06/1969,Brakes are broken,NO
2065,1208579,8428853,01/03/1988,Wants to update data,YES
2066,2663,7927223,24/05/1960,Wants to rent a car,NO
2067,4679723,8619189,11/12/1988,Weird noises,NO
2068,3542208,2484888,13/06/1951,Unhappy costumer,YES
2069,5614945,3557484,13/07/1996,Brakes are broken,YES
2070,6635988,8729249,28/11/1990,Weird noises,NO
2071,780801,2559212,30/05/1981,Car died,NO
2072,499956,9497478,16/08/1991,Problem with insurance,NO
2073,9965973,4385858,12/01/1985,Car died,YES
2074,6664222,3148777,03/03/1994,Wants to extend renting period,YES
2075,1212486,5325239,01/02/1967,Wants to update data,NO
2076,8670771,1637873,07/01/1983,Problem with insurance,YES
2077,5024657,564635,18/06/1982,Wants to update data,NO
2078,8798380,9670166,13/02/1988,Broken window,NO
2079,3328654,9049253,30/10/1982,Flat tire,YES
2080,5423905,7189234,09/12/1998,Complaint about a worker,NO
2081,7801012,4424783,12/01/1979,Wants to extend renting period,YES
2082,9712420,7444880,20/09/1960,Lights are out,YES
2083,4835233,7256404,25/02/1996,Problem with insurance,YES
2084,3771841,7986475,22/09/1997,Problem with insurance,YES
2085,1064337,2395772,16/09/1990,Complaint about a worker,YES
2086,7289725,7873224,26/01/1952,Flat tire,YES
2087,7314062,3082380,27/03/1968,Wants to update data,YES
2088,7674406,4841339,30/01/1960,Wants to update data,NO
2089,5505760,2133092,12/03/1971,Car died,YES
2090,6814928,4933620,19/09/1950,Lights are out,YES
2091,3431768,4585028,05/09/1988,Lights are out,YES
2092,8712951,3237033,15/11/1978,Wants to extend renting period,NO
2093,8340886,9609017,17/07/1991,Battery died,YES
2094,8589055,1434906,20/01/1956,Wants to rent a car,YES
2095,7926949,2448096,26/04/1994,Weird noises,YES
2096,3796823,2089234,12/02/1988,Broken window,NO
2097,4959477,2266925,28/05/1999,Problem with insurance,YES
2098,9112400,9113042,02/01/1983,Battery died,NO
2099,1187114,14977,27/07/1980,Brakes are broken,YES
2100,1410942,2997289,30/04/1980,Lights are out,YES
2101,2675887,1267256,21/09/1953,Wants to rent a car,YES
2102,9943,3314664,19/07/1984,Wants to update data,NO
2103,4682548,122253,28/12/1961,Battery died,NO
2104,8794465,2761285,25/03/1995,Wants to extend renting period,YES
2105,701713,9234410,04/09/1984,Battery died,YES
2106,7375792,4711745,02/12/1952,Battery died,YES
2107,63811,4287253,28/12/1990,Weird noises,YES
2108,9483826,5694831,01/11/1980,Broken window,YES
2109,3777632,2697565,11/03/1953,Unhappy costumer,NO
2110,4290463,1530623,08/01/1970,Flat tire,YES
2111,7309626,1041037,09/02/1967,Wants to rent a car,NO
2112,2510646,3070287,13/09/1985,Weird noises,NO
2113,4139066,6578362,18/06/1960,Complaint about a worker,NO
2114,6214917,9016335,09/07/1996,Wants to rent a car,NO
2115,2692601,5466471,18/04/1997,Lights are out,NO
2116,4190791,5202559,29/07/1968,Wants to rent a car,NO
2117,5889072,164107,28/06/1991,Car died,NO
2118,5440293,9032235,03/03/1995,Brakes are broken,YES
2119,3278891,1925341,14/10/1954,Problem with insurance,NO
2120,2370873,6290920,17/02/1963,Wants to extend renting period,YES
2121,9600112,9604340,21/12/1990,Wants to update data,NO
2122,7120207,7333505,28/09/1995,Weird noises,YES
2123,9032467,9286236,06/08/1962,Flat tire,YES
2124,6956614,6705717,05/11/1985,Wants to update data,NO
2125,6900229,9805230,09/10/1998,Complaint about a worker,YES
2126,6563137,8208568,31/03/1972,Broken window,YES
2127,4985243,4065650,17/09/1996,Wants to extend renting period,YES
2128,2228198,2487265,14/03/1988,Wants to rent a car,YES
2129,1067922,4611072,15/09/1979,Flat tire,NO
2130,6503036,1505010,06/10/1999,Unhappy costumer,NO
2131,3961955,3581144,29/03/1990,Wants to update data,YES
2132,3937734,3985987,19/06/1994,Problem with insurance,YES
2133,3143843,2646757,22/12/1997,Battery died,YES
2134,8731079,1300281,17/07/1986,Brakes are broken,YES
2135,1364153,2681684,22/02/1986,Wants to rent a car,NO
2136,5442192,4077660,27/02/1950,Problem with insurance,YES
2137,2223483,869159,19/07/1966,Unhappy costumer,YES
2138,4782778,482432,18/06/1960,Lights are out,NO
2139,8723442,8997643,29/03/1988,Lights are out,NO
2140,4638955,8089238,05/10/1996,Car died,NO
2141,6690538,6322686,10/01/1968,Wants to rent a car,NO
2142,5382151,2567009,03/04/1987,Wants to update data,YES
2143,5833687,7944078,23/09/1992,Wants to rent a car,NO
2144,488318,878989,10/01/1997,Wants to update data,NO
2145,7064529,5453891,22/01/1975,Complaint about a worker,YES
2146,5211332,6000058,26/05/1987,Broken window,NO
2147,874324,1899252,21/01/1989,Wants to rent a car,YES
2148,4011912,3471898,25/02/1980,Wants to extend renting period,NO
2149,7860788,132778,23/03/1976,Car died,NO
2150,3876850,8103280,16/01/1993,Wants to update data,YES
2151,1203350,8533006,31/12/1970,Wants to rent a car,NO
2152,1404806,5532331,24/10/2000,Lights are out,YES
2153,3926165,4766128,28/06/1954,Complaint about a worker,NO
2154,3722030,9868398,29/03/1966,Flat tire,NO
2155,9825823,5107771,26/05/1976,Unhappy costumer,NO
2156,1267870,7157086,20/06/1970,Wants to update data,YES
2157,7356297,8849169,08/08/1988,Problem with insurance,NO
2158,9253567,6067973,19/04/1955,Problem with insurance,NO
2159,7346888,5699480,30/07/1968,Weird noises,NO
2160,3903568,2201668,07/12/1978,Weird noises,YES
2161,7578861,5144897,16/11/1996,Brakes are broken,YES
2162,2009056,4633335,28/01/1990,Wants to update data,NO
2163,3281213,2847447,07/06/1986,Complaint about a worker,NO
2164,1837370,9898121,10/04/1984,Flat tire,NO
2165,3168936,5949142,15/10/1997,Wants to update data,NO
2166,812156,2001724,14/01/1967,Battery died,NO
2167,8853497,3803284,04/08/1959,Wants to update data,YES
2168,8274054,4567472,27/10/1969,Complaint about a worker,NO
2169,3474412,5648708,28/10/1962,Battery died,YES
2170,4283492,2751860,27/11/1973,Battery died,YES
2171,8428553,7802092,14/03/1961,Wants to extend renting period,YES
2172,9528905,357196,02/12/1990,Wants to extend renting period,NO
2173,5929197,4999139,27/01/1963,Problem with insurance,NO
2174,5162174,1553782,24/01/1958,Brakes are broken,YES
2175,6418451,8253828,28/06/1983,Battery died,YES
2176,5534768,6127789,20/02/1970,Complaint about a worker,YES
2177,9409031,2176775,21/06/1987,Brakes are broken,YES
2178,1917944,343362,27/08/1984,Brakes are broken,YES
2179,6614086,449037,27/07/1997,Wants to extend renting period,NO
2180,7543693,1001462,24/07/1976,Problem with insurance,YES
2181,4454212,384830,15/03/1998,Lights are out,NO
2182,4201864,5296423,02/12/1986,Weird noises,NO
2183,6546572,5832239,13/06/1999,Car died,YES
2184,9557205,8661648,21/01/1965,Wants to update data,YES
2185,7374368,2007007,22/01/1967,Broken window,NO
2186,2438075,3058685,25/12/1952,Car died,NO
2187,3082912,3572048,20/09/1999,Car died,YES
2188,7083027,1315037,08/01/1961,Car died,YES
2189,292188,1448123,26/09/1973,Weird noises,YES
2190,6794942,4589142,02/03/1950,Unhappy costumer,NO
2191,9583223,7035557,31/12/1986,Car died,YES
2192,7923633,8977553,03/11/2000,Broken window,YES
2193,4842910,9430727,04/03/1984,Broken window,NO
2194,4833504,3107139,02/07/1989,Brakes are broken,NO
2195,9401961,7570086,24/06/1964,Lights are out,YES
2196,7852275,2476437,16/03/1950,Brakes are broken,NO
2197,4665933,5440052,26/09/1968,Car died,NO
2198,7362982,5049863,09/08/1994,Unhappy costumer,YES
2199,3161034,9603565,23/04/1988,Weird noises,NO
2200,566584,3218868,18/11/1991,Wants to rent a car,NO
2201,95933,8568623,02/07/1960,Battery died,YES
2202,7485604,1700607,23/01/1975,Unhappy costumer,NO
2203,452756,7173093,10/11/1964,Wants to extend renting period,YES
2204,1147782,7110831,27/01/1952,Flat tire,YES
2205,5048008,7540764,18/07/1969,Wants to extend renting period,YES
2206,6024450,597779,08/08/1953,Broken window,NO
2207,90149,6922455,02/01/1971,Weird noises,NO
2208,8105679,2662921,01/03/1957,Brakes are broken,NO
2209,7702910,8858110,17/08/1996,Wants to extend renting period,YES
2210,2214050,3580073,02/11/2000,Wants to update data,NO
2211,4113795,4270388,10/05/1979,Weird noises,NO
2212,8894114,9045512,07/01/1992,Unhappy costumer,YES
2213,9575525,7671776,15/10/2000,Flat tire,NO
2214,114033,9958827,10/10/1956,Weird noises,YES
2215,2818936,7565372,19/06/1955,Complaint about a worker,NO
2216,5030660,6208880,13/01/1955,Complaint about a worker,YES
2217,2154745,7300466,15/12/1998,Broken window,NO
2218,396500,3946120,20/06/1965,Brakes are broken,YES
2219,1033174,8670319,19/08/1965,Wants to extend renting period,NO
2220,3747753,1034317,17/05/1979,Car died,NO
2221,2547627,8573096,26/11/1969,Car died,NO
2222,9346087,5201827,03/04/1996,Weird noises,YES
2223,3508793,7501643,02/10/1981,Car died,NO
2224,5997249,1506922,01/09/1958,Unhappy costumer,NO
2225,1099415,3976449,12/03/1996,Flat tire,YES
2226,1773568,8139666,27/10/1994,Problem with insurance,NO
2227,4753830,950330,20/01/1961,Brakes are broken,YES
2228,2771233,3679239,30/05/1959,Wants to update data,YES
2229,4226365,1701221,31/07/1959,Brakes are broken,YES
2230,7757959,622399,01/05/1954,Problem with insurance,YES
2231,5255753,1752051,02/12/1993,Brakes are broken,NO
2232,726991,1830743,01/10/1959,Complaint about a worker,NO
2233,6142222,6518603,09/09/1996,Wants to extend renting period,NO
2234,8542755,2085511,02/06/1967,Wants to rent a car,NO
2235,5280643,739749,08/06/1955,Wants to update data,NO
2236,3154369,6826380,07/08/1961,Weird noises,YES
2237,3675998,5902233,21/01/1976,Battery died,YES
2238,1550218,1547597,21/10/1981,Flat tire,NO
2239,9115737,2155973,09/04/1981,Complaint about a worker,NO
2240,3097745,8871890,31/01/1984,Weird noises,NO
2241,7506982,7339232,16/06/1953,Battery died,YES
2242,2075945,1752882,10/08/1993,Broken window,NO
2243,1260701,3720255,22/07/1953,Weird noises,NO
2244,9654292,691004,30/08/1983,Brakes are broken,YES
2245,5959016,5609714,15/07/1968,Car died,NO
2246,5096549,5860007,02/01/1950,Car died,NO
2247,2752533,1468497,15/01/1951,Broken window,NO
2248,8677333,811927,20/02/1992,Car died,YES
2249,6663680,9963830,09/11/1969,Problem with insurance,NO
2250,3918244,6830157,18/01/1968,Brakes are broken,YES
2251,521584,9640462,26/04/1980,Wants to update data,NO
2252,4765653,2360364,18/04/1995,Flat tire,YES
2253,4452414,8171617,01/03/1991,Unhappy costumer,YES
2254,4757170,1162593,13/11/1970,Brakes are broken,NO
2255,8038966,3656169,18/03/1969,Wants to rent a car,YES
2256,6481757,1634005,24/03/1991,Broken window,NO
2257,485350,3816961,06/07/1958,Wants to update data,YES
2258,9499550,4670952,19/05/1963,Complaint about a worker,YES
2259,9976524,3706647,26/05/1978,Lights are out,YES
2260,6762177,1507865,16/06/1985,Wants to rent a car,YES
2261,8464204,887196,07/08/1985,Broken window,YES
2262,5174091,489729,18/08/1968,Weird noises,YES
2263,9268411,5702945,14/12/1995,Wants to update data,NO
2264,2698964,6068860,06/10/1964,Brakes are broken,NO
2265,5018037,5069742,17/11/1984,Unhappy costumer,NO
2266,7077925,1235342,08/09/1958,Car died,YES
2267,8731267,8193965,22/03/1970,Battery died,YES
2268,4343963,7166290,04/03/1982,Broken window,NO
2269,3416468,2086560,13/10/1964,Flat tire,NO
2270,9870174,9044142,07/04/1966,Broken window,NO
2271,9168652,6365781,15/11/1951,Weird noises,YES
2272,5194084,2842081,07/09/1994,Unhappy costumer,YES
2273,5939342,8786917,30/08/1993,Unhappy costumer,NO
2274,8973369,6719514,29/09/1973,Unhappy costumer,NO
2275,3521603,9597869,26/02/1983,Lights are out,NO
2276,2796156,5380658,15/07/1966,Wants to rent a car,NO
2277,3640782,7274553,03/03/1970,Broken window,NO
2278,2116488,1949442,03/06/1973,Unhappy costumer,NO
2279,9857087,712317,08/07/1974,Complaint about a worker,NO
2280,2920664,7924117,18/02/1959,Wants to rent a car,YES
2281,1153583,5294303,29/01/1972,Wants to rent a car,NO
2282,8126925,1597845,13/09/1970,Unhappy costumer,NO
2283,4625100,9827367,25/06/1972,Battery died,YES
2284,3461622,2245451,10/12/1981,Problem with insurance,NO
2285,7434995,5736303,20/03/1983,Battery died,NO
2286,2559862,4062248,20/06/1983,Wants to extend renting period,NO
2287,1329168,8249744,08/05/1977,Car died,YES
2288,4874681,9589757,11/04/1951,Battery died,NO
2289,1624070,4824943,13/09/1958,Car died,YES
2290,2536468,1853351,03/04/1978,Battery died,NO
2291,6988015,7399109,30/01/1980,Wants to extend renting period,NO
2292,1032746,372159,15/07/1962,Wants to update data,YES
2293,1881025,695442,26/09/1995,Problem with insurance,NO
2294,1026985,9821239,14/01/1964,Car died,YES
2295,6288563,8434281,02/04/1998,Lights are out,NO
2296,8304939,225267,24/07/1992,Unhappy costumer,YES
2297,1509567,3330040,16/12/1959,Weird noises,NO
2298,3918128,1136955,08/03/1954,Car died,YES
2299,9395852,3803948,22/09/1955,Brakes are broken,NO
2300,2597996,3879373,30/09/1969,Brakes are broken,NO
2301,2304408,8314048,26/12/1958,Unhappy costumer,NO
2302,7961613,2196819,30/09/1998,Broken window,YES
2303,3626948,3054952,28/05/1956,Weird noises,YES
2304,427479,5010953,08/05/1965,Wants to rent a car,NO
2305,7244158,3150650,20/06/1964,Problem with insurance,NO
2306,6259106,3041484,01/03/1989,Broken window,YES
2307,5447355,1628762,13/03/1991,Car died,NO
2308,8703234,6722624,05/02/1988,Complaint about a worker,YES
2309,427022,3721283,16/04/1974,Weird noises,NO
2310,9342068,9669676,19/05/1952,Flat tire,YES
2311,8354477,5835964,28/09/1996,Complaint about a worker,NO
2312,7815830,9230598,25/07/1972,Broken window,NO
2313,2179324,5854240,31/01/1971,Car died,YES
2314,8522276,2317392,23/06/1973,Car died,NO
2315,4711098,8160765,19/05/1952,Wants to update data,YES
2316,4543894,8685483,04/09/1956,Complaint about a worker,YES
2317,4135895,1078417,19/01/1998,Car died,NO
2318,8731026,1673298,29/03/1967,Weird noises,NO
2319,9480496,4369345,06/03/1999,Lights are out,NO
2320,9412175,5443864,30/07/1985,Wants to extend renting period,YES
2321,1265294,9081218,16/04/1972,Problem with insurance,NO
2322,8798704,3825513,01/11/1965,Battery died,NO
2323,4771237,2883103,24/01/1970,Flat tire,YES
2324,2008920,352920,19/03/1984,Broken window,NO
2325,5423503,6421195,20/02/1951,Weird noises,YES
2326,7482359,8256839,25/05/1975,Wants to rent a car,NO
2327,9730302,2018575,19/01/1956,Battery died,NO
2328,208760,9797381,18/05/1988,Problem with insurance,NO
2329,7425197,4816512,22/04/1998,Wants to extend renting period,YES
2330,794058,8929550,07/04/1988,Wants to extend renting period,NO
2331,460028,2176260,11/02/1971,Broken window,YES
2332,6527133,2569564,08/02/1956,Weird noises,YES
2333,5886711,1669415,02/09/1986,Complaint about a worker,NO
2334,197705,7471151,04/04/1965,Flat tire,YES
2335,763135,8390122,29/07/1951,Problem with insurance,YES
2336,1194105,7089098,04/04/1966,Brakes are broken,YES
2337,1308669,3254203,17/04/1957,Flat tire,YES
2338,1846978,7209975,09/05/1997,Wants to rent a car,YES
2339,8236221,6513376,29/01/1954,Battery died,YES
2340,9530826,5905246,03/10/1955,Complaint about a worker,YES
2341,8130746,8862149,25/10/1950,Weird noises,YES
2342,7298852,7906063,17/11/1977,Problem with insurance,YES
2343,6793785,8338868,14/03/1957,Flat tire,NO
2344,5484499,7593293,29/05/1997,Brakes are broken,YES
2345,7510634,9674493,01/04/1972,Wants to update data,YES
2346,7466276,7696522,06/02/1958,Broken window,NO
2347,9235695,3868484,27/07/1992,Lights are out,NO
2348,5013905,5570059,07/03/1989,Flat tire,YES
2349,3642487,6358511,26/08/1956,Car died,YES
2350,7881239,696396,06/12/1998,Wants to update data,YES
2351,1790024,4577189,19/07/1980,Car died,NO
2352,6938734,9983087,12/05/1993,Wants to extend renting period,YES
2353,4069421,30572,01/10/1978,Wants to update data,YES
2354,7778988,4017461,09/04/1991,Wants to extend renting period,YES
2355,8192069,7113896,04/12/1961,Car died,NO
2356,3570204,5992169,15/10/1968,Wants to extend renting period,YES
2357,5141953,1814160,28/04/1953,Broken window,NO
2358,9122016,7188649,20/12/1994,Wants to rent a car,NO
2359,6386921,202405,06/02/1987,Unhappy costumer,NO
2360,8916107,6398530,14/08/1992,Weird noises,NO
2361,4017289,2090421,31/01/1952,Battery died,NO
2362,2766968,6944409,26/12/2000,Lights are out,YES
2363,882074,3471206,03/12/2000,Battery died,YES
2364,168884,283305,06/06/1954,Brakes are broken,YES
2365,6940391,6106670,25/08/1972,Wants to extend renting period,YES
2366,435247,2591573,13/02/1976,Broken window,YES
2367,9917171,3615244,17/08/1956,Flat tire,NO
2368,5911933,6918235,12/01/1995,Broken window,YES
2369,3284127,7272880,28/02/1991,Battery died,NO
2370,2485995,3490678,06/11/1959,Lights are out,NO
2371,968388,116286,24/06/1955,Wants to rent a car,NO
2372,9260991,948423,10/02/1998,Battery died,YES
2373,3884850,6797585,19/01/1952,Battery died,NO
2374,4609802,4573058,09/05/1981,Complaint about a worker,NO
2375,9848201,3998278,29/10/1987,Wants to extend renting period,YES
2376,151926,8340601,17/10/1952,Problem with insurance,YES
2377,5998592,594176,31/10/1960,Flat tire,NO
2378,8494746,8982751,01/08/1969,Weird noises,NO
2379,8197145,2836349,11/11/1995,Weird noises,YES
2380,263382,4275819,16/09/1960,Problem with insurance,YES
2381,6524635,5953915,26/02/1969,Car died,YES
2382,4205499,5968136,25/11/1981,Complaint about a worker,YES
2383,5568133,9642502,07/12/1964,Flat tire,YES
2384,5476231,4359873,18/08/1965,Complaint about a worker,YES
2385,4124120,9080487,11/08/1978,Broken window,NO
2386,6893027,7070905,10/08/1951,Lights are out,YES
2387,629923,1048202,10/12/1975,Problem with insurance,NO
2388,1265217,5180883,09/02/1975,Broken window,NO
2389,1157009,2582559,26/05/1970,Battery died,YES
2390,6135177,4483200,17/01/1979,Broken window,YES
2391,8144938,634475,01/11/1955,Weird noises,YES
2392,5062225,2649627,17/09/1959,Lights are out,YES
2393,1894182,6893276,01/07/1964,Car died,YES
2394,2468107,8140454,10/04/1990,Unhappy costumer,YES
2395,7094031,293,16/05/1991,Unhappy costumer,NO
2396,7421610,7083016,12/04/1986,Brakes are broken,YES
2397,18586,3524249,07/04/1955,Lights are out,YES
2398,6499939,5355171,23/08/1968,Battery died,NO
2399,7484947,6716155,04/04/1993,Battery died,YES
2400,4938368,3048230,26/01/1955,Complaint about a worker,NO
2401,5323649,749012,18/02/1963,Problem with insurance,YES
2402,8891025,8395414,03/10/1962,Complaint about a worker,NO
2403,7602581,3825490,23/07/2000,Wants to rent a car,YES
2404,8821436,7247309,04/07/1963,Unhappy costumer,NO
2405,6371487,5399793,10/05/1973,Weird noises,NO
2406,988797,537731,28/02/1994,Weird noises,YES
2407,8245314,36909,20/04/1963,Wants to rent a car,NO
2408,8458475,7762799,24/06/1993,Wants to rent a car,YES
2409,4418783,2046386,18/06/1970,Wants to rent a car,YES
2410,7739953,4925189,06/03/1969,Brakes are broken,NO
2411,9297417,9627756,28/05/1968,Lights are out,NO
2412,1840829,2910326,02/06/1983,Car died,NO
2413,2576081,3505510,11/10/1950,Battery died,NO
2414,5232833,3303362,09/10/2000,Broken window,NO
2415,8796784,6970212,04/03/1983,Car died,YES
2416,5470776,2370828,07/09/1977,Complaint about a worker,YES
2417,7505025,1139480,06/12/1989,Battery died,YES
2418,7650532,3239770,03/02/1959,Complaint about a worker,YES
2419,217944,9029435,13/02/1967,Wants to rent a car,YES
2420,7340107,2872368,21/11/1978,Wants to update data,YES
2421,2969666,7645453,07/11/1984,Unhappy costumer,NO
2422,7869330,1645996,28/10/1955,Brakes are broken,NO
2423,8366518,7283371,07/09/1973,Brakes are broken,NO
2424,3444779,1745920,23/01/1968,Wants to rent a car,NO
2425,7342794,5963120,26/10/1986,Flat tire,NO
2426,6248466,6406900,06/06/1951,Flat tire,YES
2427,3381349,9430057,04/03/1953,Wants to rent a car,NO
2428,7153834,440074,26/06/1979,Brakes are broken,NO
2429,5440855,4012797,17/07/1995,Wants to update data,NO
2430,5213554,3328846,18/04/1969,Wants to update data,YES
2431,5365496,5587520,07/04/1980,Broken window,NO
2432,4007262,7670367,23/06/1954,Wants to extend renting period,YES
2433,4867243,7503403,04/11/1958,Wants to extend renting period,YES
2434,1030092,585957,23/05/1978,Wants to extend renting period,NO
2435,4111744,67118,20/06/1978,Problem with insurance,NO
2436,7781239,1840070,04/05/2000,Weird noises,YES
2437,4336409,7620765,24/08/1953,Wants to update data,NO
2438,3183927,6044411,09/09/1973,Wants to extend renting period,YES
2439,8481770,4242430,02/12/1966,Wants to rent a car,NO
2440,1731977,1346636,02/06/1951,Wants to extend renting period,NO
2441,6070369,9488856,16/10/1968,Unhappy costumer,NO
2442,5500424,8645903,17/06/1989,Wants to update data,YES
2443,2410869,4573709,07/12/1954,Wants to rent a car,NO
2444,3910844,9416728,06/01/1989,Weird noises,NO
2445,9394036,9787861,24/08/1963,Car died,YES
2446,4652054,2188263,04/09/1950,Complaint about a worker,YES
2447,4576444,5077298,25/09/1951,Wants to extend renting period,NO
2448,9773666,5453352,27/09/1980,Battery died,YES
2449,4789329,6248396,02/01/1989,Weird noises,NO
2450,5551189,1909857,08/03/1976,Wants to update data,NO
2451,400606,1854666,02/11/1960,Car died,YES
2452,7026744,8840722,12/06/1988,Unhappy costumer,NO
2453,5925956,5231305,09/12/1983,Wants to extend renting period,YES
2454,809020,5564971,19/04/1979,Wants to extend renting period,YES
