COMPLAINT_ID,WorkerID,COSTUMER_ID,Date,Reason,DealtWith
4166,6745821,86,10/11/1965,Battery died,NO
4167,1557879,72,17/06/1991,Wants to update data,NO
4168,8127730,12,02/11/1998,Complaint about a worker,NO
4169,1393134,15,14/08/1975,Battery died,NO
4170,7607180,27,23/07/1985,Battery died,NO
4171,7023140,56,03/08/1951,Wants to extend renting period,NO
4172,4723924,84,27/02/1971,Wants to extend renting period,NO
4173,4068123,40,11/02/1986,Problem with insurance,NO
4174,9283319,32,17/04/1973,Brakes are broken,NO
4175,2626824,69,23/06/1969,Battery died,NO
4176,4687904,80,20/02/1968,Complaint about a worker,NO
4177,5018622,70,24/06/1971,Brakes are broken,NO
4178,7623949,62,04/10/1961,Brakes are broken,NO
4179,3230001,85,10/12/1993,Wants to extend renting period,NO
4180,2026664,31,13/08/1954,Problem with insurance,NO
4181,4911029,56,06/11/1972,Lights are out,NO
4182,7654651,69,28/10/1989,Weird noises,NO
4183,5365993,70,21/06/1960,Car died,NO
4184,6202782,3,05/05/1966,Wants to update data,NO
4185,1020163,81,02/07/1965,Broken window,NO
4186,7330369,24,20/12/1956,Car died,NO
4187,4514006,69,05/02/1970,Car died,NO
4188,7458223,52,28/11/1951,Car died,NO
4189,7197609,62,18/05/1961,Weird noises,NO
4190,8681354,68,18/12/1953,Unhappy costumer,NO
4191,6725911,16,10/05/1959,Car died,NO
4192,8476421,57,04/04/1950,Broken window,NO
4193,1677728,36,07/11/1972,Broken window,NO
4194,6438064,73,05/12/1982,Brakes are broken,NO
4195,4175905,47,13/03/1951,Lights are out,NO
4196,9849641,77,26/11/1969,Brakes are broken,NO
4197,9303636,53,10/03/1959,Car died,NO
4198,2658746,15,21/10/1974,Unhappy costumer,NO
4199,2417866,12,13/04/1958,Weird noises,NO
4200,8346639,77,20/07/1952,Wants to rent a car,NO
4201,7819140,84,08/11/1993,Battery died,NO
4202,2986079,27,05/03/1978,Unhappy costumer,NO
4203,5088014,85,27/08/1979,Wants to extend renting period,NO
4204,8612720,82,04/11/1979,Flat tire,NO
4205,2444084,95,01/01/1983,Wants to extend renting period,NO
4206,8153318,23,07/10/1991,Broken window,NO
4207,9830495,11,07/09/1982,Weird noises,NO
4208,7858466,42,12/02/1992,Brakes are broken,NO
4209,4607459,97,25/04/1975,Wants to extend renting period,NO
4210,8484688,88,22/12/1984,Wants to update data,NO
4211,3143292,16,01/10/1986,Weird noises,NO
4212,7646073,67,25/07/1984,Unhappy costumer,NO
4213,545492,30,13/11/1958,Flat tire,NO
4214,212031,63,14/10/1956,Weird noises,NO
4215,9983168,18,30/07/1991,Complaint about a worker,NO
4216,9524101,59,23/10/1989,Complaint about a worker,NO
4217,7861713,89,04/09/1957,Broken window,NO
4218,4411468,79,01/05/1991,Brakes are broken,NO
4219,9694660,16,10/10/1986,Wants to extend renting period,NO
4220,3879290,69,10/01/1979,Car died,NO
4221,9102935,2,15/11/1971,Car died,NO
4222,1016509,69,10/07/1957,Weird noises,NO
4223,1510375,33,07/07/1982,Car died,NO
4224,6664473,2,03/12/1976,Unhappy costumer,NO
4225,2511542,56,15/04/1965,Flat tire,NO
4226,200415,42,23/09/1989,Problem with insurance,NO
4227,852776,20,16/04/1970,Brakes are broken,NO
4228,285488,17,30/05/1951,Wants to update data,NO
4229,8771334,3,21/03/1960,Brakes are broken,NO
4230,5983213,84,01/06/1990,Problem with insurance,NO
4231,9439472,92,01/12/1951,Brakes are broken,NO
4232,7947054,90,15/03/1964,Complaint about a worker,NO
4233,9825873,22,06/12/1975,Wants to extend renting period,NO
4234,2180086,45,16/08/1956,Wants to rent a car,NO
4235,1723239,53,14/09/1988,Wants to update data,NO
4236,6515684,73,13/12/1988,Weird noises,NO
4237,8829818,36,28/02/1994,Battery died,NO
4238,9523550,1,08/04/1979,Flat tire,NO
4239,9455759,39,03/11/1986,Complaint about a worker,NO
4240,2346147,79,05/03/1979,Weird noises,NO
4241,7231062,45,17/08/1976,Battery died,NO
4242,572785,22,30/06/1970,Broken window,NO
4243,1812944,54,28/01/1967,Weird noises,NO
4244,1943316,30,15/06/1951,Brakes are broken,NO
4245,4109218,74,11/12/1959,Car died,NO
4246,8854109,89,07/05/1965,Car died,NO
4247,6203284,4,11/10/1989,Broken window,NO
4248,7051084,82,17/09/1996,Car died,NO
4249,2592750,78,08/10/1994,Problem with insurance,NO
4250,1354851,15,27/10/1995,Brakes are broken,NO
4251,3250646,81,10/02/1986,Wants to update data,NO
4252,8300563,44,26/06/1972,Flat tire,NO
4253,4914851,64,06/10/1954,Unhappy costumer,NO
4254,5598167,96,12/07/1992,Brakes are broken,NO
4255,183772,49,22/10/1967,Wants to rent a car,NO
4256,561831,85,26/12/1968,Broken window,NO
4257,502508,71,16/08/1960,Wants to update data,NO
4258,7549357,33,18/06/1974,Complaint about a worker,NO
4259,199073,82,14/10/1987,Lights are out,NO
4260,3637136,11,01/11/1973,Wants to rent a car,NO
4261,6659935,45,03/03/1959,Broken window,NO
4262,8439699,45,06/09/1969,Weird noises,NO
4263,4698342,1,31/10/1951,Wants to update data,NO
4264,7180810,65,09/02/1988,Brakes are broken,NO
4265,2212673,61,21/07/1959,Unhappy costumer,NO
4266,4648920,74,27/06/1982,Car died,NO
4267,2932438,8,05/02/1964,Battery died,NO
4268,6378466,28,02/01/1988,Broken window,NO
4269,9486344,75,30/08/1976,Flat tire,NO
4270,7182890,21,14/02/1959,Broken window,NO
4271,474235,78,22/04/1982,Weird noises,NO
4272,7376917,76,26/07/1957,Unhappy costumer,NO
4273,7280705,65,17/06/1983,Unhappy costumer,NO
4274,3242701,95,13/11/1973,Unhappy costumer,NO
4275,8387192,69,24/05/1978,Lights are out,NO
4276,9273049,55,25/09/1979,Wants to rent a car,NO
4277,353003,94,22/11/1970,Broken window,NO
4278,4896208,35,30/09/1986,Unhappy costumer,NO
4279,1809012,100,11/02/1982,Complaint about a worker,NO
4280,9000669,5,14/09/1954,Wants to rent a car,NO
4281,7511947,97,30/09/1974,Wants to rent a car,NO
4282,5407620,31,15/05/1964,Unhappy costumer,NO
4283,9945352,48,02/10/1955,Battery died,NO
4284,4334020,98,07/04/1989,Problem with insurance,NO
4285,1730096,46,03/03/1956,Battery died,NO
4286,9680722,59,22/09/1958,Wants to extend renting period,NO
4287,6580744,60,12/01/1958,Car died,NO
4288,9324412,75,10/01/1965,Battery died,NO
4289,5953170,97,30/06/1956,Car died,NO
4290,2698750,19,18/01/1992,Battery died,NO
4291,5946951,94,16/03/1974,Wants to extend renting period,NO
4292,4345228,17,21/10/1965,Wants to update data,NO
4293,4084071,67,10/03/1996,Problem with insurance,NO
4294,2809259,82,21/07/1950,Car died,NO
4295,6976616,19,04/02/1993,Lights are out,NO
4296,775171,48,05/07/1984,Unhappy costumer,NO
4297,5397340,55,28/04/1981,Weird noises,NO
4298,4312557,61,31/01/2000,Car died,NO
4299,2520790,13,27/12/1951,Brakes are broken,NO
4300,3450027,1,28/09/1991,Brakes are broken,NO
4301,4379922,64,27/07/1992,Unhappy costumer,NO
4302,8424197,41,06/09/1981,Broken window,NO
4303,7652996,60,14/09/1974,Weird noises,NO
4304,9734993,30,06/03/1957,Wants to rent a car,NO
4305,699163,50,20/02/1961,Problem with insurance,NO
4306,1684265,66,25/01/1951,Broken window,NO
4307,7291295,17,07/06/1972,Car died,NO
4308,8902152,97,01/05/1956,Complaint about a worker,NO
4309,5399332,91,24/06/1987,Weird noises,NO
4310,2654932,50,19/12/1964,Flat tire,NO
4311,6142798,53,15/09/1961,Complaint about a worker,NO
4312,2660294,3,22/09/1985,Broken window,NO
4313,6513565,25,28/02/1978,Car died,NO
4314,6307894,35,29/12/1982,Car died,NO
4315,7084728,16,21/12/1980,Wants to update data,NO
4316,362030,92,22/05/1992,Complaint about a worker,NO
4317,1622355,79,19/11/1999,Car died,NO
4318,9411620,68,19/10/1958,Weird noises,NO
4319,599243,9,05/11/1985,Lights are out,NO
4320,9019557,35,22/01/1973,Wants to extend renting period,NO
4321,825446,93,25/05/1962,Problem with insurance,NO
4322,4515074,17,28/02/1959,Battery died,NO
4323,3444558,41,12/12/1974,Flat tire,NO
4324,7413914,71,10/01/1985,Broken window,NO
4325,2196676,64,13/12/1992,Weird noises,NO
4326,1164014,49,14/12/1992,Wants to rent a car,NO
4327,1523332,4,04/11/1960,Battery died,NO
4328,7377498,49,23/06/1957,Problem with insurance,NO
4329,48827,26,30/09/1989,Wants to extend renting period,NO
4330,4044516,58,26/12/1991,Wants to extend renting period,NO
4331,2562750,100,18/05/1998,Broken window,NO
4332,4812490,16,28/11/1968,Weird noises,NO
4333,3020948,55,12/11/1969,Complaint about a worker,NO
4334,5892671,27,03/08/1978,Flat tire,NO
4335,64047,99,05/03/1993,Problem with insurance,NO
4336,3543397,76,12/10/1972,Brakes are broken,NO
4337,1623287,55,21/07/1959,Flat tire,NO
4338,8001389,50,27/11/1998,Wants to rent a car,NO
4339,2114102,88,20/01/1987,Battery died,NO
4340,6176924,29,06/11/1973,Complaint about a worker,NO
4341,8192171,91,24/07/1953,Weird noises,NO
4342,9102823,68,15/10/1959,Problem with insurance,NO
4343,9397625,16,31/07/1965,Flat tire,NO
4344,3892533,57,08/12/1957,Brakes are broken,NO
4345,7831785,71,05/11/1985,Wants to update data,NO
4346,5164019,57,06/11/1985,Broken window,NO
4347,767572,56,29/07/1980,Lights are out,NO
4348,670044,11,30/09/1985,Flat tire,NO
4349,235334,50,08/08/1970,Car died,NO
4350,768741,80,01/10/1952,Wants to update data,NO
4351,2837746,35,04/06/1973,Car died,NO
4352,1851918,86,14/05/1998,Wants to extend renting period,NO
4353,2785921,75,25/04/1991,Wants to update data,NO
4354,6277720,69,18/05/1963,Wants to extend renting period,NO
4355,3526922,5,08/11/1983,Car died,NO
4356,7474211,91,10/03/1971,Wants to extend renting period,NO
4357,6184965,85,24/04/1988,Broken window,NO
4358,1595490,92,24/01/1994,Wants to rent a car,NO
4359,6925408,73,13/11/1996,Unhappy costumer,NO
4360,8217373,86,16/12/1976,Weird noises,NO
4361,1495977,52,22/06/1973,Battery died,NO
4362,2389317,83,21/01/2000,Lights are out,NO
4363,8513075,27,01/10/1981,Battery died,NO
4364,5922343,85,01/06/1980,Brakes are broken,NO
4365,2222437,22,15/10/1962,Wants to extend renting period,NO
4366,8008949,48,16/03/1991,Broken window,NO
4367,4810311,84,21/04/1953,Flat tire,NO
4368,9317460,68,13/04/1972,Broken window,NO
4369,8170178,98,02/11/1954,Battery died,NO
4370,8999127,40,02/10/1957,Lights are out,NO
4371,7941521,40,17/08/1965,Wants to rent a car,NO
4372,7070477,72,19/02/1976,Battery died,NO
4373,6807490,53,01/02/1980,Battery died,NO
4374,5585124,95,24/08/1969,Complaint about a worker,NO
4375,1270169,83,25/07/1992,Wants to extend renting period,NO
4376,6946838,62,15/10/1954,Problem with insurance,NO
4377,8590285,93,02/03/1954,Flat tire,NO
4378,7444795,38,25/12/1971,Weird noises,NO
4379,2988218,59,13/12/1998,Weird noises,NO
4380,970526,54,14/06/1985,Problem with insurance,NO
4381,9217289,77,23/06/1956,Car died,NO
4382,3464468,94,25/11/1970,Complaint about a worker,NO
4383,7535968,58,28/02/1985,Flat tire,NO
4384,6186933,82,07/08/2000,Complaint about a worker,NO
4385,4599255,25,05/04/1980,Broken window,NO
4386,152561,64,25/07/1980,Lights are out,NO
4387,9406,86,23/11/1963,Problem with insurance,NO
4388,2451185,27,01/09/1962,Broken window,NO
4389,1036879,34,14/07/1962,Battery died,NO
4390,638627,92,05/02/1994,Broken window,NO
4391,7527922,77,04/02/1987,Weird noises,NO
4392,8604685,61,25/01/1981,Lights are out,NO
4393,9700234,33,26/06/1977,Car died,NO
4394,1497003,74,18/09/1954,Unhappy costumer,NO
4395,4278028,43,10/10/1988,Unhappy costumer,NO
4396,8382701,38,11/09/1979,Brakes are broken,NO
4397,8621682,15,01/07/1998,Lights are out,NO
4398,6879103,35,12/02/1985,Battery died,NO
4399,9557737,36,02/05/1956,Battery died,NO
4400,6571663,2,10/03/1996,Complaint about a worker,NO
4401,4310869,10,24/02/1981,Problem with insurance,NO
4402,8061768,90,24/11/1986,Complaint about a worker,NO
4403,6720011,90,15/01/1994,Wants to rent a car,NO
4404,5731030,6,24/11/1995,Unhappy costumer,NO
4405,1859130,57,05/12/1991,Weird noises,NO
4406,6510421,12,28/06/1998,Weird noises,NO
4407,1380261,96,31/03/1964,Wants to rent a car,NO
4408,2883353,94,19/06/1997,Wants to rent a car,NO
4409,8514788,97,16/09/1961,Wants to rent a car,NO
4410,5106911,26,10/06/1951,Brakes are broken,NO
4411,3117328,95,30/01/1999,Lights are out,NO
4412,9833430,73,05/05/1954,Car died,NO
4413,500051,65,07/03/1997,Battery died,NO
4414,9992706,46,19/01/1967,Broken window,NO
4415,8800548,82,27/07/1979,Car died,NO
4416,5174685,91,28/06/1956,Complaint about a worker,NO
4417,8191864,83,08/05/1962,Battery died,NO
4418,7377612,58,13/06/1973,Complaint about a worker,NO
4419,334954,90,26/08/1964,Wants to rent a car,NO
4420,2928900,15,02/03/1991,Wants to update data,NO
4421,1004578,97,10/11/1967,Unhappy costumer,NO
4422,1578653,33,02/07/2000,Brakes are broken,NO
4423,1734394,13,26/08/2000,Brakes are broken,NO
4424,3846973,72,18/07/1983,Wants to rent a car,NO
4425,1140839,40,28/09/1957,Flat tire,NO
4426,9226803,63,10/06/1985,Flat tire,NO
4427,9055739,89,08/06/1961,Wants to rent a car,NO
4428,435704,79,01/04/1951,Brakes are broken,NO
4429,3454095,37,18/09/1981,Wants to update data,NO
4430,2882008,41,24/12/1995,Wants to update data,NO
4431,9093486,35,24/05/1993,Broken window,NO
4432,6693721,91,04/09/1974,Wants to extend renting period,NO
4433,9035232,34,17/08/1994,Wants to extend renting period,NO
4434,1121351,16,19/10/1989,Wants to extend renting period,NO
4435,8159629,58,01/10/1962,Problem with insurance,NO
4436,1585301,8,01/03/1965,Weird noises,NO
4437,69761,5,28/08/1982,Wants to update data,NO
4438,9080004,86,25/02/1966,Wants to extend renting period,NO
4439,715890,27,22/02/1955,Wants to rent a car,NO
4440,8215866,66,04/02/1994,Wants to extend renting period,NO
4441,3221933,53,24/10/1987,Unhappy costumer,NO
4442,493589,44,19/07/1950,Wants to update data,NO
4443,4212624,82,25/04/1973,Wants to rent a car,NO
4444,520670,77,02/07/1957,Weird noises,NO
4445,4802549,95,08/08/1969,Car died,NO
4446,2459633,25,16/06/1965,Complaint about a worker,NO
4447,6151565,97,02/03/1959,Wants to extend renting period,NO
4448,1929987,9,25/02/1962,Battery died,NO
4449,4594945,74,07/07/1998,Weird noises,NO
4450,5595439,28,01/12/1979,Wants to update data,NO
4451,5305662,68,10/07/1952,Car died,NO
4452,2610993,6,19/07/1995,Unhappy costumer,NO
4453,1858820,35,22/06/1984,Wants to extend renting period,NO
4454,784367,94,25/10/1986,Wants to extend renting period,NO
4455,1542691,49,05/08/1991,Broken window,NO
4456,8636150,72,07/11/1963,Wants to rent a car,NO
4457,7655013,81,10/04/1950,Unhappy costumer,NO
4458,4161243,21,27/02/1989,Weird noises,NO
4459,3222624,99,21/12/1986,Problem with insurance,NO
4460,1064269,16,24/05/1986,Car died,NO
4461,6517690,21,14/04/1962,Problem with insurance,NO
4462,2204875,97,11/04/1968,Wants to rent a car,NO
4463,9318367,48,21/09/1974,Problem with insurance,NO
4464,8060144,66,05/10/1969,Lights are out,NO
4465,1415319,54,25/10/1999,Wants to rent a car,NO
4466,2220593,92,22/08/1981,Complaint about a worker,NO
4467,76426,13,29/07/1990,Unhappy costumer,NO
4468,6729883,97,14/10/1976,Unhappy costumer,NO
4469,9160212,63,15/01/1976,Car died,NO
4470,4449604,30,15/08/1970,Car died,NO
4471,3006390,84,29/09/1989,Battery died,NO
4472,2010083,72,04/09/2000,Battery died,NO
4473,1617913,11,26/04/1978,Weird noises,NO
4474,1470337,48,21/01/1989,Flat tire,NO
4475,1498148,83,03/07/1972,Unhappy costumer,NO
4476,2655213,43,08/10/1995,Complaint about a worker,NO
4477,8873028,27,04/11/1972,Problem with insurance,NO
4478,2224092,80,05/11/1975,Flat tire,NO
4479,7575915,25,18/11/1966,Complaint about a worker,NO
4480,5099781,63,19/12/1986,Complaint about a worker,NO
4481,6340273,44,28/10/1997,Battery died,NO
4482,5954703,100,29/08/1995,Wants to update data,NO
4483,3979363,25,12/06/1975,Flat tire,NO
4484,5595654,17,23/07/1997,Battery died,NO
4485,3314321,36,22/10/1956,Weird noises,NO
4486,3438275,4,28/01/1959,Wants to extend renting period,NO
4487,9285256,21,22/05/1989,Brakes are broken,NO
4488,9774064,81,03/10/1989,Lights are out,NO
4489,7645459,47,18/03/1978,Brakes are broken,NO
4490,6440762,4,14/02/1968,Complaint about a worker,NO
4491,4506558,69,06/10/1981,Problem with insurance,NO
4492,3213251,22,17/08/1968,Weird noises,NO
4493,6386922,92,23/08/1965,Brakes are broken,NO
4494,9794878,64,03/05/1989,Wants to update data,NO
4495,6731979,28,19/03/1959,Brakes are broken,NO
4496,2741033,36,31/01/1966,Wants to rent a car,NO
4497,9802394,16,16/08/1988,Broken window,NO
4498,244041,47,02/11/1952,Wants to update data,NO
4499,8125313,60,30/06/1995,Battery died,NO
4500,2804119,73,26/02/1995,Brakes are broken,NO
4501,3236314,58,21/06/1953,Car died,NO
4502,9949103,82,04/08/1959,Broken window,NO
4503,6745441,96,03/12/1976,Problem with insurance,NO
4504,9936971,68,14/06/1971,Flat tire,NO
4505,8518691,27,18/04/1999,Broken window,NO
4506,8713907,17,31/07/1963,Car died,NO
4507,6826889,2,26/10/1984,Wants to extend renting period,NO
4508,619107,44,15/06/1951,Lights are out,NO
4509,7262130,2,01/08/1984,Brakes are broken,NO
4510,1491708,56,01/12/1980,Broken window,NO
4511,2051622,37,26/08/1972,Car died,NO
4512,5391625,17,06/05/1990,Wants to update data,NO
4513,711157,77,08/11/1983,Wants to extend renting period,NO
4514,1403436,74,15/10/1987,Wants to extend renting period,NO
4515,8072819,93,24/11/1950,Brakes are broken,NO
4516,4570801,32,02/03/1986,Brakes are broken,NO
4517,7492366,65,14/07/1984,Flat tire,NO
4518,9849573,65,25/01/1956,Flat tire,NO
4519,4882801,56,30/12/1984,Weird noises,NO
4520,6729164,57,11/03/1975,Problem with insurance,NO
4521,5318139,24,25/11/1956,Problem with insurance,NO
4522,8624168,59,18/06/1956,Wants to update data,NO
4523,7096641,1,25/01/1970,Unhappy costumer,NO
4524,3128881,2,23/01/1980,Battery died,NO
4525,2227005,45,24/06/1991,Lights are out,NO
4526,5325749,89,16/09/1982,Problem with insurance,NO
4527,1249350,65,17/02/1982,Lights are out,NO
4528,9457923,99,28/10/1971,Car died,NO
4529,9043921,84,02/12/1951,Broken window,NO
4530,7479834,69,01/10/1999,Problem with insurance,NO
4531,2340559,91,21/05/1958,Lights are out,NO
4532,6231336,58,20/01/1992,Complaint about a worker,NO
4533,3487572,64,04/05/1975,Wants to update data,NO
4534,5516349,18,19/08/1979,Wants to update data,NO
4535,1859986,42,15/02/1983,Problem with insurance,NO
4536,6294066,50,06/02/1996,Flat tire,NO
4537,1950545,7,09/03/1998,Wants to rent a car,NO
4538,8590444,58,31/10/1985,Wants to extend renting period,NO
4539,1203041,84,17/06/1978,Car died,NO
4540,9659521,100,15/09/1987,Complaint about a worker,NO
4541,4629815,68,26/07/1966,Lights are out,NO
4542,606770,68,24/05/1969,Complaint about a worker,NO
4543,5064369,76,27/06/1953,Wants to extend renting period,NO
4544,2927519,76,28/02/1993,Wants to extend renting period,NO
4545,3902037,99,21/07/1952,Problem with insurance,NO
4546,4380192,34,29/03/1963,Unhappy costumer,NO
4547,8339736,41,18/10/1992,Unhappy costumer,NO
4548,5861966,46,05/01/1994,Unhappy costumer,NO
4549,1226135,79,18/07/1971,Unhappy costumer,NO
4550,2070989,86,03/06/1972,Brakes are broken,NO
4551,446068,54,14/09/1972,Wants to rent a car,NO
4552,9197663,29,18/02/1953,Battery died,NO
4553,3901179,62,17/08/1994,Wants to update data,NO
4554,8890159,45,13/10/1979,Brakes are broken,NO
4555,4236143,50,30/04/1987,Lights are out,NO
4556,1999232,42,06/05/1973,Wants to extend renting period,NO
4557,4247131,66,20/11/1957,Car died,NO
4558,2974700,98,24/03/1980,Weird noises,NO
4559,8372503,71,27/01/1953,Wants to rent a car,NO
4560,5022956,79,29/03/1990,Battery died,NO
4561,8252074,81,23/05/1985,Flat tire,NO
4562,9305580,77,05/05/1985,Wants to update data,NO
4563,3563391,19,28/02/1954,Brakes are broken,NO
4564,10444,30,21/02/1976,Weird noises,NO
4565,1674515,39,18/09/1972,Flat tire,NO
4566,3542397,63,01/07/1971,Lights are out,NO
4567,8820711,52,26/04/1950,Broken window,NO
4568,6178975,13,11/03/1991,Problem with insurance,NO
4569,4496334,13,03/02/1967,Complaint about a worker,NO
4570,7960723,93,02/07/1955,Wants to rent a car,NO
4571,2073027,91,28/06/1994,Complaint about a worker,NO
4572,758732,44,12/10/2000,Wants to rent a car,NO
4573,5815944,21,16/04/1988,Flat tire,NO
4574,878395,25,17/05/1977,Car died,NO
4575,1527217,95,09/04/1994,Problem with insurance,NO
4576,7495941,65,12/08/1950,Car died,NO
4577,8121816,16,01/08/1959,Wants to rent a car,NO
4578,2146625,76,01/07/1958,Broken window,NO
4579,4377298,6,16/02/2000,Wants to rent a car,NO
4580,7694151,21,29/12/1999,Problem with insurance,NO
4581,1597665,66,13/05/1953,Brakes are broken,NO
4582,9957885,67,18/03/1992,Problem with insurance,NO
4583,7831135,12,14/01/1999,Flat tire,NO
4584,5260441,62,12/07/1964,Lights are out,NO
4585,2253833,37,13/08/1957,Brakes are broken,NO
4586,8568187,91,08/03/1969,Broken window,NO
4587,6348731,39,27/04/1993,Unhappy costumer,NO
4588,1251786,51,24/06/1984,Lights are out,NO
4589,3452734,98,19/10/1966,Wants to extend renting period,NO
4590,931746,75,17/03/1957,Flat tire,NO
4591,2807975,80,17/08/1955,Battery died,NO
4592,8722998,84,15/03/1953,Wants to rent a car,NO
4593,9277467,7,23/05/1956,Problem with insurance,NO
4594,9197804,98,26/08/1962,Flat tire,NO
4595,3985866,92,16/08/1950,Wants to update data,NO
4596,8567774,35,01/10/1980,Lights are out,NO
4597,1676298,62,06/08/1984,Wants to rent a car,NO
4598,7473089,75,07/03/1979,Broken window,NO
4599,1263578,61,28/11/1990,Lights are out,NO
4600,5462687,15,01/11/1979,Broken window,NO
4601,147860,51,10/02/1982,Unhappy costumer,NO
4602,2128938,43,16/12/1962,Battery died,NO
4603,6506409,79,13/05/1961,Battery died,NO
4604,3375810,51,22/04/1966,Broken window,NO
4605,7418073,99,02/03/1993,Battery died,NO
4606,902280,22,22/07/1956,Battery died,NO
4607,4946575,39,11/03/1977,Complaint about a worker,NO
4608,9989446,35,22/05/1980,Problem with insurance,NO
4609,7508109,83,09/05/1961,Flat tire,NO
4610,5948905,75,05/09/1971,Lights are out,NO
4611,5978401,97,22/03/1973,Brakes are broken,NO
4612,9618353,93,19/04/1952,Brakes are broken,NO
4613,4038051,31,25/08/1980,Car died,NO
4614,8289415,49,10/12/1999,Flat tire,NO
4615,7473971,37,10/06/1980,Battery died,NO
4616,7375722,58,11/07/1961,Unhappy costumer,NO
4617,2772303,27,22/08/1979,Wants to update data,NO
4618,4359755,62,22/03/1960,Wants to rent a car,NO
4619,1417318,43,18/05/1997,Broken window,NO
4620,9433240,23,30/03/1959,Battery died,NO
4621,2030591,49,13/12/1999,Wants to rent a car,NO
4622,691804,90,04/04/1975,Flat tire,NO
4623,8594241,3,05/06/1960,Complaint about a worker,NO
4624,2237909,67,19/08/1991,Lights are out,NO
4625,5172123,3,14/02/1958,Car died,NO
4626,744741,65,03/09/1990,Brakes are broken,NO
4627,5131566,100,08/11/1958,Broken window,NO
4628,2026740,77,26/01/1993,Battery died,NO
4629,7630388,91,03/10/1976,Broken window,NO
4630,5657555,27,01/04/1989,Weird noises,NO
4631,2427062,88,27/05/1972,Weird noises,NO
4632,8891310,59,10/02/1999,Wants to update data,NO
4633,8079289,75,18/03/1950,Problem with insurance,NO
4634,2202215,18,04/06/1953,Flat tire,NO
4635,5638327,65,27/08/1980,Unhappy costumer,NO
4636,3017698,4,08/04/1961,Weird noises,NO
4637,6246277,39,31/12/1961,Lights are out,NO
4638,1815334,44,21/08/1996,Wants to extend renting period,NO
4639,3482226,69,13/06/1971,Wants to update data,NO
4640,5283921,90,20/09/1953,Battery died,NO
4641,1186857,82,23/05/1953,Weird noises,NO
4642,7348340,16,22/05/1954,Car died,NO
4643,2658286,61,14/07/1987,Wants to rent a car,NO
4644,6750688,63,18/10/1958,Weird noises,NO
4645,3111367,52,06/04/1969,Lights are out,NO
4646,829522,51,25/11/1966,Wants to extend renting period,NO
4647,362496,23,21/08/1965,Lights are out,NO
4648,4300996,89,08/06/1999,Weird noises,NO
4649,4632393,69,28/05/1992,Wants to rent a car,NO
4650,5190735,45,08/12/1977,Car died,NO
4651,4790161,37,09/04/1993,Wants to update data,NO
4652,6196048,60,16/04/1983,Weird noises,NO
4653,2740770,13,26/04/1999,Wants to rent a car,NO
4654,1169646,43,24/08/1965,Battery died,NO
4655,9729773,10,25/10/1999,Problem with insurance,NO
4656,206660,48,25/08/1996,Broken window,NO
4657,1919524,78,06/04/1985,Weird noises,NO
4658,8261330,43,22/07/1958,Flat tire,NO
4659,6130914,71,06/11/1977,Brakes are broken,NO
4660,8919374,89,26/06/1965,Broken window,NO
4661,4104888,64,03/04/1995,Battery died,NO
4662,4812026,17,12/09/1999,Problem with insurance,NO
4663,2738755,36,04/12/1971,Wants to rent a car,NO
4664,4839552,97,30/05/1952,Wants to extend renting period,NO
4665,5627034,7,08/10/1965,Brakes are broken,NO
4666,488451,8,07/08/1999,Flat tire,NO
4667,4014904,83,30/12/1978,Unhappy costumer,NO
4668,8935846,7,26/02/1968,Flat tire,NO
4669,826663,38,30/08/1983,Lights are out,NO
4670,7913440,84,17/08/1993,Brakes are broken,NO
4671,5183362,9,18/05/1987,Battery died,NO
4672,4900366,58,13/07/1969,Flat tire,NO
4673,3921525,45,14/04/1958,Flat tire,NO
4674,1354410,10,06/03/1962,Unhappy costumer,NO
4675,7582604,47,24/06/1961,Broken window,NO
4676,304008,34,01/10/1974,Battery died,NO
4677,5105889,5,03/02/1997,Problem with insurance,NO
4678,7717951,82,02/05/1955,Complaint about a worker,NO
4679,4237861,7,23/10/1976,Problem with insurance,NO
4680,2603335,70,07/04/1988,Wants to extend renting period,NO
4681,5667873,19,30/01/1969,Weird noises,NO
4682,6133600,96,06/11/1972,Battery died,NO
4683,4074222,84,03/04/1995,Unhappy costumer,NO
4684,6783673,83,12/04/1983,Problem with insurance,NO
4685,9048979,25,15/04/1985,Flat tire,NO
4686,3864151,98,03/05/1996,Wants to update data,NO
4687,2737972,29,18/05/1990,Unhappy costumer,NO
4688,5327950,65,03/07/1950,Car died,NO
4689,5971060,31,08/02/1968,Complaint about a worker,NO
4690,8912707,5,23/03/1950,Lights are out,NO
4691,4160681,57,14/08/1961,Broken window,NO
4692,3030429,90,11/12/1986,Flat tire,NO
4693,6702525,83,10/03/1951,Battery died,NO
4694,1948829,10,26/12/1977,Wants to rent a car,NO
4695,6792766,30,20/08/1979,Unhappy costumer,NO
4696,1210040,97,09/04/1950,Wants to update data,NO
4697,2569043,43,06/09/1954,Flat tire,NO
4698,6399573,32,22/01/1974,Weird noises,NO
4699,4536150,13,30/10/1974,Wants to rent a car,NO
4700,5220180,47,07/07/1962,Weird noises,NO
4701,8724862,3,07/10/1965,Problem with insurance,NO
4702,2997943,56,23/09/1971,Unhappy costumer,NO
4703,5911488,43,01/03/1979,Brakes are broken,NO
4704,6325810,59,23/02/1956,Wants to extend renting period,NO
